"","Point_code","blue","green","red","vnir","NDAVI","ind24","NDWI","WAVI","DII_blue_green","DII_blue_red","DII_green_red","Year","Accuracy.m.","UTM.Zone","UTM.Easting","UTM.Northing","TOT","T_DR","TSG","Tt","Sf","Hw","TMA"
"787","WQ_BISC122_64",0.083352938,0.121966019,0.046733867,0.0028626,-0.933594346,-0.954135537,0.954135537,-1.32684648,0.103513822,0.13631539,-0.016158469,2024,0.61072457,"17 R",570892,2810657,"11.25","11.25","7.25","6.25","0","1",4
"788","WQ_BISC122_65",0.084818333,0.122485012,0.04709287,0.00286325,-0.93468982,-0.954315305,0.954315305,-1.32805407,0.115718357,0.147195682,-0.017128011,2024,0.5910092,"17 R",570905,2810646,"4.95","4.95","2.1","2","0","0.1",2.85
"789","WQ_BISC122_66",0.082161129,0.123134211,0.047213703,0.002981202,-0.929971337,-0.952722609,0.952722609,-1.321822405,0.077386245,0.113173701,-0.013588356,2024,0.58473164,"17 R",570921,2810633,"9.2","9.2","3.6","3.5","0","0.1",5.6
"790","WQ_BISC122_67",0.081496127,0.121321797,0.046020258,0.00379974,-0.910904467,-0.939263225,0.939263225,-1.271191835,0.08750014,0.126952708,-0.010966793,2024,0.5602109,"17 R",570920,2810622,"32.7","32.2","28.75","28.75","0","0",3.45
"791","WQ_BISC122_68",0.077101104,0.113804743,0.042916123,0.00403402,-0.900560439,-0.931533217,0.931533217,-1.242235899,0.110743456,0.131265774,-0.027332019,2024,0.60702884,"17 R",570923,2810604,"19.75","19.75","4.75","4.75","0","0",15
"792","WQ_BISC122_69",0.063343972,0.09821149,0.037540261,0.003216653,-0.903346658,-0.93657279,0.93657279,-1.263231277,0.095477097,0.049237661,-0.083475582,2024,0.53717786,"17 R",570935,2810588,"37.45","37.45","0.35","0.35","0","0",37.1
"793","WQ_BISC122_7",0.077363133,0.113414548,0.043030001,0.002391344,-0.940032363,-0.958700836,0.958700836,-1.342055917,0.118361086,0.132391155,-0.032572705,2024,0.6436696,"17 R",571073,2811083,"20.8","20.8","16.7","16","0","0.7",4.1
"794","WQ_BISC122_70",0.07203646,0.106666647,0.041365325,0.004269333,-0.888099372,-0.923030674,0.923030674,-1.219336152,0.122480005,0.094811037,-0.067022659,2024,0.66061693,"17 R",570945,2810578,"14.5","14.5","5","5","0","0",9.5
"795","WQ_BISC122_71",0.081371225,0.121196337,0.046740066,0.003685529,-0.913339555,-0.940975726,0.940975726,-1.280734658,0.087239094,0.112139769,-0.022579493,2024,0.5550231,"17 R",570956,2810568,"14.75","14.75","6.75","6.75","0","0",8
"796","WQ_BISC122_72",0.080442347,0.118866295,0.046979975,0.00356943,-0.915025473,-0.941693008,0.941693008,-1.288161874,0.099637873,0.09627831,-0.04548151,2024,0.5864558,"17 R",570975,2810569,"6.25","6.25","5.5","5.5","0","0",0.75
"797","WQ_BISC122_73",0.082575053,0.123529725,0.047697291,0.004154774,-0.904190421,-0.934921265,0.934921265,-1.259617567,0.078466684,0.109479956,-0.017326968,2024,0.5726333,"17 R",570982,2810548,"10.85","10.1","7.25","6.25","0","1",2.85
"798","WQ_BISC122_74",0.071884714,0.102887832,0.039921217,0.003208541,-0.914545178,-0.939516485,0.939516485,-1.276821733,0.164740577,0.123106539,-0.078872055,2024,0.6349914,"17 R",570994,2811010,"13.65","13.15","7.75","7.75","0","0",5.4
"799","WQ_BISC122_75",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.61572987,"17 R",571005,2811017,"13.35","13.35","5.25","5.25","0","0",8.1
"800","WQ_BISC122_76",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"5.1","5.1","1.6","1.6","0","0",3.5
"801","WQ_BISC122_77",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"9.15","9.15","3.2","3.2","0","0",5.95
"802","WQ_BISC122_78",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"25.1","24.35","19","19","0","0",5.35
"803","WQ_BISC122_79",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"9.7","9.7","7.5","7.25","0","0.25",2.2
"804","WQ_BISC122_8",0.078562118,0.113025025,0.042432431,0.002741837,-0.932553411,-0.952631772,0.952631772,-1.317916036,0.137972489,0.159735844,-0.026481587,2024,0.7107533,"17 R",571076,2811099,"27.55","27.3","24.75","24.25","0","0.5",2.55
"805","WQ_BISC122_80",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"12.95","12.7","9.5","9.25","0","0.25",3.2
"806","WQ_BISC122_81",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"18.95","18.95","6.1","6.1","0","0",12.85
"807","WQ_BISC122_82",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"22.5","22.5","6.75","6.75","0","0",15.75
"808","WQ_BISC122_83",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"23","23","5.75","5.75","0","0",17.25
"809","WQ_BISC122_84",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"26","26","2","2","0","0",24
"810","WQ_BISC122_85",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"21.35","21.35","8.85","8.75","0","0.1",12.5
"811","WQ_BISC122_86",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"20.25","19","15.75","15.75","0","0",3.25
"812","WQ_BISC122_87",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"15.6","14.1","5.6","5.5","0","0.1",8.5
"813","WQ_BISC122_88",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"8.96","8.96","3.36","3.36","0","0",5.6
"814","WQ_BISC122_89",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"7.1","7.1","1.85","0.1","0","1.75",5.25
"815","WQ_BISC122_9",0.07696639,0.10705404,0.040880781,0.003327427,-0.917118728,-0.939710438,0.939710438,-1.274198532,0.184216991,0.171089128,-0.05536649,2024,0.6785369,"17 R",571094,2811087,"6.85","6.85","4.45","4.15","0","0.3",2.4
"816","WQ_BISC122_90",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"9.95","9.7","5","4","0","1",4.7
"817","WQ_BISC122_91",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"17.85","17.75","14.25","13.75","0","0.5",3.5
"818","WQ_BISC122_92",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"11.95","11.95","5.6","5.6","0","0",6.35
"819","WQ_BISC122_93",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"22.95","22.95","17","17","0","0",5.95
"820","WQ_BISC122_94",0.069748424,0.103928775,0.038845871,0.002741051,-0.924373806,-0.948606789,0.948606789,-1.302265882,0.122188874,0.116301216,-0.050194487,2024,0.6514863,"17 R",571005,2811017,"11","11","6.25","6.25","0","0",4.75
"913","BS13_1",0.030788245,0.047740329,0.018982805,0.00672505,-0.641457796,-0.753052294,0.753052294,-0.71521461,0.261372268,-0.088783555,-0.340070754,2025,0.178,"17 R",560960,2794648,"77.2","77.2","7","6.4","0","0.6",69.1
"914","BS13_10",0.031182919,0.0482518,0.01852777,0.006842261,-0.640119433,-0.751615286,0.751615286,-0.690904319,0.261000872,-0.055286411,-0.312877208,2025,0.129,"17 R",560939,2794775,"74.3","74.3","0.5","0.5","0","0",73.7
"915","BS13_2",0.029369498,0.048246272,0.019558616,0.007176445,-0.607264459,-0.741028726,0.741028726,-0.694715321,0.201227993,-0.161527559,-0.349895686,2025,0.138,"17 R",560951,2794658,"43.9","43.9","2.5","2.5","0","0",41.3
"916","BS13_3",0.031952556,0.049513575,0.020137094,0.008081292,-0.596277058,-0.719374597,0.719374597,-0.640848279,0.253628641,-0.102171145,-0.343833685,2025,0.13,"17 R",560947,2794676,"70.5","70.5","1.7","1.2","0","0.5",67.8
"917","BS13_4",0.030401312,0.049890243,0.019558651,0.006499392,-0.647736132,-0.769482732,0.769482732,-0.751740575,0.194539681,-0.126999989,-0.316390038,2025,0.153,"17 R",560951,2794690,"52.2","52.2","2.5","2.5","0","0",47.8
"918","BS13_5",0.03014739,0.0478696,0.019100765,0.006727229,-0.635129571,-0.75356704,0.75356704,-0.718611896,0.237011269,-0.115118481,-0.341588825,2025,0.141,"17 R",560948,2794708,"67.7","67.7","5.8","5.8","0","0",61.4
"919","BS13_6",0.02988942,0.054316331,0.020137154,0.00751715,-0.598083973,-0.756858289,0.756858289,-0.684522986,0.072999023,-0.168921307,-0.251257628,2025,0.145,"17 R",560946,2794722,"72.6","72.6","27.5","27.5","0","0",45.1
"920","BS13_7",0.030022424,0.0520445,0.020255011,0.009098915,-0.534836173,-0.702374637,0.702374637,-0.570081949,0.129996851,-0.169474363,-0.297960877,2025,0.142,"17 R",560940,2794734,"69.5","69.5","7.8","7.8","0","0",56.7
"921","BS13_8",0.029635474,0.047492914,0.01933386,0.007519284,-0.595245183,-0.726632118,0.726632118,-0.659954906,0.229603097,-0.142622977,-0.357756138,2025,0.187,"17 R",560936,2794750,"59.5","59.5","8.5","8.5","0","0",47.8
"922","BS13_9",0.030667171,0.04698696,0.018527761,0.007293615,-0.615728974,-0.731262445,0.731262445,-0.652607322,0.276998818,-0.07196372,-0.339439869,2025,0.151,"17 R",560938,2794766,"71.1","71.1","0.7","0.7","0","0",68.6
"933","BS2_1",0.042638045,0.060595963,0.023189336,0.009637817,-0.631270885,-0.725550413,0.725550413,-0.619221509,0.29366231,0.065571874,-0.238041997,2025,0.224,"17 R",564045,2794357,"13.2","13.2","9.7","0","0","9.7",3.5
"934","BS2_2",0.043678056,0.057924531,0.020871406,0.01009308,-0.624591172,-0.70322156,0.70322156,-0.522130072,0.373223931,0.179777429,-0.211351156,2025,0.227,"17 R",564044,2794377,"32.1","32.1","32","0","0","32",0.1
"935","BS2_3",0.044461008,0.057800479,0.020990958,0.007598205,-0.708093703,-0.767634332,0.767634332,-0.70268333,0.393627942,0.192657188,-0.217387989,2025,0.221,"17 R",564036,2794394,"33.4","33.4","32.5","0","0","32.5",0.9
"936","BS2_4",0.043812018,0.058309354,0.021454407,0.006916578,-0.727310479,-0.787919402,0.787919402,-0.768628359,0.368140966,0.159267649,-0.223506927,2025,0.246,"17 R",564041,2794411,"8.2","8.2","8","0","0","8",0.2
"937","BS2_5",0.040179577,0.057164274,0.020411324,0.00691718,-0.706256628,-0.784112871,0.784112871,-0.740663111,0.305989057,0.115362264,-0.209370539,2025,0.236,"17 R",564041,2794429,"7.7","7.7","7.5","0","0","7.5",0.2
"938","BS2_6",0.043950208,0.057424013,0.018909005,0.006694511,-0.735628486,-0.791183233,0.791183233,-0.715594709,0.39011094,0.270473719,-0.152729779,2025,0.228,"17 R",564029,2794444,"7.2","7.2","7","1","0","6",0.2
"939","BS2_7",0.043689232,0.058568608,0.020415688,0.007601797,-0.70358181,-0.770235717,0.770235717,-0.68603003,0.359877288,0.198922187,-0.185246527,2025,0.206,"17 R",564035,2794459,"0.6","0.6","0.4","0","0","0.4",0.2
"940","BS5_1",0.040856242,0.059000723,0.018882787,0.006627772,-0.720841944,-0.798021495,0.798021495,-0.720584869,0.283792794,0.19866316,-0.124696933,2025,0.187,"17 R",562996,2791822,"6.1","6.1","5.2","1.5","0","3.7",0.9
"941","BS5_10",0.042024676,0.05874934,0.018769933,0.006630041,-0.72746563,-0.7971825,0.7971825,-0.716923535,0.317242473,0.231989473,-0.124881022,2025,0.186,"17 R",562987,2791964,"1.3","1.3","1.3","1","0","0.3",0
"942","BS5_2",0.041115135,0.058365833,0.018072385,0.005494296,-0.76424104,-0.827927172,0.827927172,-0.800585091,0.303418189,0.242511868,-0.105618298,2025,0.197,"17 R",562997,2791837,"8.2","8.2","7.7","2.6","0","5.1",0.5
"943","BS5_3",0.040208876,0.056333646,0.018072408,0.006401112,-0.725333035,-0.795930922,0.795930922,-0.715342283,0.324723452,0.220222279,-0.141057834,2025,0.205,"17 R",562991,2791856,"2.5","2.5","1.7","0.2","0","1.5",0.8
"944","BS5_4",0.039949905,0.056714762,0.016567178,0.005721037,-0.749467075,-0.816738546,0.816738546,-0.729946792,0.309967846,0.288167298,-0.07504373,2025,0.223,"17 R",562999,2791871,"20.2","20.2","6","1.5","0","4.5",14.2
"945","BS5_5",0.038132817,0.055187695,0.017374955,0.006965737,-0.691088259,-0.775853515,0.775853515,-0.641470134,0.296992272,0.200883701,-0.134785444,2025,0.246,"17 R",563004,2791888,"6.6","6.6","4.9","3.8","0","1.1",1.7
"946","BS5_6",0.0369666,0.051755738,0.01783813,0.006399023,-0.704880357,-0.779931247,0.779931247,-0.707948685,0.344911247,0.147313371,-0.216921315,2025,0.242,"17 R",563001,2791904,"14.7","14.7","9.8","7.8","0","2",4.9
"947","BS5_7",0.040338289,0.05684185,0.01818827,0.005607734,-0.755899012,-0.820407629,0.820407629,-0.793024004,0.316889256,0.217967808,-0.136432573,2025,0.25,"17 R",562995,2791923,"20.4","20.4","20","19.5","0","0.5",0.4
"948","BS5_8",0.042538665,0.057857968,0.018188279,0.005040973,-0.788103759,-0.839711964,0.839711964,-0.84897089,0.348205924,0.271079689,-0.118714593,2025,0.23,"17 R",562998,2791939,"10.9","10.9","9","7.4","0","1.6",1.9
"949","BS5_9",0.04422399,0.05963809,0.02062197,0.006856706,-0.731534362,-0.793767154,0.793767154,-0.751415312,0.349783242,0.202486113,-0.17400305,2025,0.207,"17 R",562985,2791949,"14.7","14.7","14.2","2.5","0","11.7",0.5
"950","CS1_1",0.022924379,0.036018554,0.01521764,0.006062193,-0.581724048,-0.711878061,0.711878061,-0.645360768,0.313016683,-0.194558144,-0.471131951,2025,0.224,"17 R",564109,2800737,"70.1","70.1","18.7","18.7","0","0",51.4
"951","CS1_10",0.024229104,0.038697235,0.016032077,0.005273169,-0.64252454,-0.760149181,0.760149181,-0.757483006,0.280129045,-0.183812991,-0.434932709,2025,0.204,"17 R",563987,2800736,"67.3","67.3","0.3","0","0","0.3",67
"952","CS1_2",0.020975256,0.033343229,0.014292407,0.005269756,-0.598418474,-0.727047443,0.727047443,-0.691844583,0.319099128,-0.229745686,-0.505558491,2025,0.18,"17 R",564097,2800736,"81.9","81.9","10.4","10.4","0","0",71.5
"953","CS1_3",0.022535481,0.036401436,0.013367075,0.004137507,-0.689760506,-0.795874953,0.795874953,-0.7908988,0.282899469,-0.100728787,-0.372184694,2025,0.187,"17 R",564084,2800734,"100","100","100","100","0","0",0
"954","CS1_4",0.025524041,0.03882166,0.016144695,0.005836931,-0.627758265,-0.738597631,0.738597631,-0.703389525,0.328246385,-0.137736008,-0.436493516,2025,0.284,"17 R",564069,2800734,"71.7","71.7","11.4","11.4","0","0",60.3
"955","CS1_5",0.023706257,0.041113153,0.01614508,0.005044496,-0.649087727,-0.781423211,0.781423211,-0.785805106,0.183817625,-0.211638182,-0.379160017,2025,0.308,"17 R",564056,2800735,"65.5","65.5","4.7","4.7","0","0",60.8
"956","CS1_6",0.025784634,0.037931126,0.015335649,0.005271307,-0.660528243,-0.75597173,0.75597173,-0.73259306,0.36695084,-0.08358983,-0.424659193,2025,0.317,"17 R",564041,2800735,"71.3","71.3","9.5","9.5","0","0",61.8
"957","CS1_7",0.021108627,0.036531013,0.013600874,0.004932175,-0.621196389,-0.762093782,0.762093782,-0.701614082,0.213119283,-0.180973753,-0.380449444,2025,0.283,"17 R",564027,2800736,"70.1","70.1","7.3","7.3","0","0",62.8
"958","CS1_8",0.025526337,0.038186882,0.015683871,0.005838474,-0.627705455,-0.734767675,0.734767675,-0.686174989,0.348616451,-0.112868637,-0.433242351,2025,0.189,"17 R",564014,2800737,"78.9","78.9","0.3","0","0","0.3",78.6
"959","CS1_9",0.024617812,0.038059909,0.014990116,0.004366531,-0.698697269,-0.794159889,0.794159889,-0.823250949,0.316472918,-0.110399731,-0.40573734,2025,0.204,"17 R",564000,2800735,"22.1","22.1","1.3","1","0","0.3",20.8
"960","CS10_1",0.035468038,0.053068832,0.020839727,0.003703255,-0.81091994,-0.869539559,0.869539559,-1.047334313,0.272708416,-0.027136758,-0.29786703,2025,0.193,"17 R",565917,2798988,"68.1","68.1","68","67","0","1",0.1
"961","CS10_10",0.035498194,0.047859292,0.020628549,0.004288247,-0.784436762,-0.835534036,0.835534036,-0.98369199,0.400659651,-0.017572384,-0.394249618,2025,0.144,"17 R",565859,2799080,"96","96","96","96","0","0",0
"962","CS10_2",0.035340689,0.051285155,0.02002918,0.004500084,-0.774096549,-0.838663995,0.838663995,-0.949626684,0.31116727,0.003209177,-0.305016845,2025,0.202,"17 R",565912,2798997,"94","92","92","92","0","0",0
"963","CS10_3",0.034042522,0.048990835,0.019102877,0.004388283,-0.77162677,-0.835580528,0.835580528,-0.939582825,0.330042899,0.006298941,-0.318511605,2025,0.161,"17 R",565902,2799007,"94","94","93.5","93.5","0","0",0
"964","CS10_4",0.035216946,0.049503468,0.021542331,0.005980567,-0.709663689,-0.78442204,0.78442204,-0.848117292,0.351154983,-0.062612414,-0.390014231,2025,0.16,"17 R",565898,2799017,"68.5","68.5","68","68","0","0",0
"965","CS10_5",0.03717126,0.052184436,0.020035941,0.005414356,-0.745719016,-0.811997592,0.811997592,-0.861773014,0.340285063,0.053421292,-0.28786394,2025,0.163,"17 R",565890,2799027,"82.5","82.5","82","82","0","0",0
"966","CS10_6",0.042501543,0.059577465,0.02595458,0.004620621,-0.803887546,-0.856051147,0.856051147,-1.046630502,0.311307341,-0.034024216,-0.331775904,2025,0.163,"17 R",565884,2799038,"76","76","76","76","0","0",0
"967","CS10_7",0.037959944,0.059071757,0.024218757,0.005191925,-0.759365022,-0.838418067,0.838418067,-0.970404148,0.208784595,-0.087806977,-0.293121397,2025,0.153,"17 R",565877,2799051,"79","79","79","79","0","0",0
"968","CS10_8",0.040431775,0.056653284,0.024800505,0.00462542,-0.794686735,-0.849036634,0.849036634,-1.028434157,0.323291689,-0.045031868,-0.35110265,2025,0.15,"17 R",565871,2799062,"76.5","76.5","76","76","0","0",0
"969","CS10_9",0.03549502,0.051811725,0.024918636,0.004286433,-0.784500957,-0.847180963,0.847180963,-1.059689522,0.302958876,-0.179321259,-0.443674892,2025,0.145,"17 R",565865,2799071,"37","37","37","37","0","0",0
"970","CS14_10",0.02834793,0.04367882,0.0121125,0.005816375,-0.659505725,-0.76497215,0.76497215,-0.526758492,0.288167089,0.213060558,-0.122756019,2025,0.227,"17 R",566699,2801910,"0","0","0","","","",0
"971","CS14_2",0.033879962,0.049368914,0.013012538,0.005911327,-0.702883363,-0.786132395,0.786132395,-0.562877417,0.315799415,0.330003947,-0.049150389,2025,0.24,"17 R",566669,2801789,"92","92","14","14","0","0",78
"972","CS14_3",0.035825994,0.050641857,0.01555984,0.007159008,-0.666906714,-0.752287149,0.752287149,-0.554660559,0.34033367,0.232887551,-0.145544529,2025,0.242,"17 R",566669,2801802,"76.8","76.8","13.5","13.5","0","0",63.1
"973","CS14_4",0.03699249,0.050389927,0.016486436,0.006594691,-0.697402298,-0.768544853,0.768544853,-0.642846346,0.37850967,0.215436056,-0.189957127,2025,0.24,"17 R",566665,2801817,"28","28","9","9","0","0",19
"974","CS14_5",0.033502504,0.045185935,0.015101019,0.006482691,-0.675745428,-0.749066651,0.749066651,-0.598946691,0.413504541,0.191443369,-0.239136949,2025,0.234,"17 R",566678,2801823,"68.3","68.3","9","9","0","0",59.3
"975","CS14_6",0.029361581,0.043408938,0.013484198,0.007162756,-0.607781708,-0.716728628,0.716728628,-0.459252357,0.330924392,0.15640308,-0.2020735,2025,0.214,"17 R",566680,2801839,"0","0","0","","","",0
"976","CS14_7",0.0340304,0.048875436,0.013720991,0.006940519,-0.661197782,-0.751306951,0.751306951,-0.49225381,0.332587719,0.289075404,-0.095329016,2025,0.224,"17 R",566696,2801863,"81.4","81.4","12.1","10.5","0","1.6",69
"977","CS14_8",0.031447623,0.047228973,0.013262564,0.007961683,-0.595949113,-0.711484373,0.711484373,-0.374633878,0.295809835,0.239219576,-0.106435522,2025,0.221,"17 R",566693,2801884,"0","0","0","","","",0
